0,1,2,3,4,5,6,7,8
STAG3,SF3B1,ADAM33,AC008549.2,WNK1,AC243829.4,SYTL3,COMP,HMCN2
SPDEF,TYMS,GPC3,ARRDC5,AL162151.1,CD36,PLA2G10,PCDH9,C7
HEPACAM2,ATM,TSC22D1,MMP12,KCNK5,MBNL1,RERGL,GCNT3,PRKCQ
MYLK,ABI3BP,CLMP,SELENOM,FCGR2A,GJA1,CASQ2,ERBB2,MARCO
CD83,RUNX3,ENPP2,TPRG1,CCL23,RNF19A,PITPNM2,RAB3IP,LMOD1
NEIL1,RAMP3,ISG15,IL18RAP,SLC18A2,ENPP2,KDR,CLEC7A,GLB1L2
SLC1A3,LILRB4,SLC8A1,ZNF224,NIPAL3,TPRG1,LMOD1,CPVL,AC005392.3
FGFR1,LINC00892,PCAT19,COL1A2,ZNF440,CYFIP2,MALAT1,AREG,HNF4G
ITLN1,CCDC18-AS1,KCNE4,SERPINE1,ABCC13,F10,ADAMTS9-AS2,MS4A8,PPIEL
NFASC,ITGB4,CD320,EML4,BUB1B,PCDH17,NOSTRIN,FAM83F,HEPACAM2
MLXIP,OGA,NOL4L,SLC4A7,TMIGD1,MFAP5,CCL26,PDGFRL,FBXL18
SEMA6D,FTX,RAMP1,MPHOSPH9,SLC51B,PTN,IL18RAP,ACTA2,GOLGA2P5
CP,CSF1R,SFRP4,COCH,PTPN4,B2M,KCTD1,TOP2A,LTBP2
A1CF,LTBP3,CYTH3,DAB2,AP002852.1,ANK2,CACNA1C,PIM1,CDH13
FENDRR,PPFIBP1,LTBP1,TBC1D9,TMSB4X,ZC3HAV1,DRAIC,GABPB1-AS1,DNAJC12
KIAA1217,ANO10,FAM13A,CTSL,BMX,MIR100HG,HIGD1B,RBFOX3,CLEC10A
LPAR1,SELENON,FNDC1,ARAP2,LYAR,KCNE4,MYLK,OTOP2,GABBR1
INHBA,CTNNAL1,LAMA2,MYBL1,MS4A8,CX3CL1,PMEPA1,GEM,U2AF1
NEDD4L,FYN,COL8A1,FLT1,CCL17,KDR,LINC00261,IL4I1,EDN1
PRKG1,MIR4435-2HG,PLXNB2,ZFP82,OTOP2,SFRP1,CP,LAMA1,CP
UGT2A3,C19orf25,MAGI1,ANKRD36,AC002377.1,XAF1,PTGFR,LINC01991,EPHA1-AS1
WARS1,RGPD1,PMEPA1,HELZ,RAB3IP,PCNX2,SLFN12L,CADM2,S100P
TANC1,GGTA1P,LPAR1,MSR1,PCDH17,GREM1,PTPN4,ATXN7,RANBP2
CHL1,INHBA,CDHR2,MRVI1,NLRC3,NTM,GTSCR1,CCDC88B,DNASE1L3
ACTG2,MISP,ZFYVE28,TBC1D2B,CDH19,FENDRR,SUCLG2-AS1,GPR39,AGTPBP1
SLC8A1,ZEB2,S100A9,DENND4A,CSTA,EMCN,CEACAM7,NEXN,SLC23A2
TNFRSF13B,EGR1,CKMT1A,BCAM,LINC02156,MRC1,PRELP,HAS1,ZNF141
SLC4A4,DRAIC,PRDM1,ASAH1,ERN1,AC080038.1,NEXN,PIK3CD,CHL1
ROBO1,THBS4,EMCN,KLRC1,ATXN7,FSCN1,SGCB,RHEX,SMURF1
RASSF6,ARMH1,PDZK1IP1,MAN1A1,LINC01558,CARMN,ANK2,SPDEF,LGALS4
PPP1R16A,LGALS2,AC005747.1,SLC1A3,FAM83F,TMSB4X,PRIMA1,ST6GALNAC5,SPARC
GMDS,RBPMS,GNLY,PAMR1,AC012368.1,ZNF826P,CYFIP2,CKMT1A,TPRG1
MYH11,S100P,ITGA1,PSAP,BMS1P10,CASP8,HPGD,SORCS1,LINC00205
GFPT2,NIBAN1,CLEC2B,GJA1,CCSER1,LINC00996,KRT24,CKS2,HSD17B2
TAGLN,VWF,ACOT11,TPM2,AC009570.2,TMEM71,AC004816.1,DES,MVB12B
DMXL2,SGCE,CD177,LINC02446,HDC,IL32,VWF,HSD11B2,CLEC4E
KCNE4,XAF1,PALM,RAMP1,MHENCR,OLFML2A,EGFR,LINC01934,LRCH3
HSD17B2,IL6ST,OSR2,EMCN,MSR1,CFLAR,TOX2,TNIP3,NLRP3
CDHR2,WFDC2,TTLL7,SULF1,LINC02541,CYBRD1,CHODL,KLRG1,ARHGEF17
LIMA1,GSKIP,FSTL3,SLFN12L,FGFBP2,GPR132,TSPAN11,SLIT3,IQGAP3
ANK2,JAML,CTHRC1,BHLHE40-AS1,ARHGAP15,TMOD2,COL16A1,RASAL3,CDC42EP1
CD36,TPM2,LINC02273,CD36,APOC1,GULP1,GLB1L2,INSC,FRMD1
PDGFA,SLC40A1,EDNRB,SELP,MIR194-2HG,AP000442.1,SCGB2A1,PLA2G10,SGCB
CNN1,PPP1R1B,PRNP,TIE1,NUAK2,ADRB2,PLP1,SNORC,PLEKHA7
PIGZ,NTN4,PIK3R1,IL18R1,IL12RB2,CLEC4E,EDN3,HDC,SLC22A5
CDKN2B-AS1,OSR2,CADM1,PCDH7,FA2H,ADGRF5,CX3CL1,AC005062.1,TTC22
OLFML2A,PIK3R1,FRMD6,CLDND1,SMIM31,ZNF831,NIBAN3,HMSD,ADAM33
FCRL1,SKIL,STAT4,PDE4D,MORN3,CHL1,CD5,SYNPO2,GCNT2
PDLIM7,CLEC7A,TOX2,INHBA,GPR155,INHBA,CNKSR3,LINC02541,SPDEF
CD55,PALM,RORA,PLTP,A2MP1,ZBP1,HSPB8,GPM6B,SLC51B
FAM13C,CAVIN2,ENAH,CP,EDN1,CDK14,SYNPO,CD177,USF1
LIMCH1,CCNB2,THBS4,ODF2L,USHBP1,OSR2,STC1,IL12RB2,SUGCT
NTN4,RGS3,PRKCA,PTN,MCM7,NLRP3,PIM1,ERN1,PFKFB2
RBP7,CLDN4,JAM2,ANKRD36B,IL18R1,NLRC3,EPAS1,TPM2,SLC8A1
FNDC1,MFAP5,TNFRSF1B,SERPINB9,FLT4,PIK3CD,RNF19A,CDH19,SLK
HTRA3,MMRN2,APBA2,CD1E,BSPRY,KATNAL1,NEIL1,CENPU,DISC1
S100A9,PTP4A3,AHI1,TLE3,CLEC12A,LINC02694,CTSK,DGKG,GPC3
NPR1,PGF,TIE1,CALD1,BEST4,EDNRB,HMCN2,TRIM36,KCNE4
TIE1,RAB20,FBXO32,HTRA1,H2BC15,C7,IGFBP4,HAND2-AS1,RAB3IP
CTNNAL1,DKK3,NFKBIA,SNHG12,KIF21A,PDGFRL,RUNX1T1,AL021155.2,C2
HSPB8,MSR1,CRIM1,AC012368.1,OASL,SLC8A1,NTM,AC080038.1,PRKG1
MAMDC2,TCEA3,EGFR,STK10,BHLHE40-AS1,PCNX1,NLRC3,SAA1,IRS1
RBMS3,DAAM1,CDH5,MIR155HG,HIP1R,AC083862.3,UGT2A3,MCOLN2,AC243829.4
PTGIS,C3AR1,OASL,ZNF880,LAMP3,GEM,AHI1,CD1E,CDK14
PI16,SH2D2A,POSTN,NPR1,SYT13,PATL2,FRMD1,H2BC8,ANK2
DPEP1,MIDN,CNN1,PIM1,NOSTRIN,LYAR,CCR4,NRXN3,ROBO1
EVI5,LRMP,TNNC2,PCNX1,KLRC1,MYH11,GOLGA8B,PPP2R2B,EREG
EFHD1,TRA2A,LINC01943,CPQ,PARPBP,CSTA,KIAA1217,SLC44A4,PARPBP
EGR1,SCARA5,SMTN,YPEL2,KDR,ESAM,GULP1,LINC01638,FENDRR
CEACAM7,SLIT3,PLEKHA5,PDE3B,AQP7,HTRA3,RASGRP1,AL603756.1,TMOD2
NOTCH4,CSRP2,OLFM4,SESN1,LMOD3,CHRDL1,ZBP1,ABCC13,KALRN
INMT,MARCKS,FOXP3,PIK3R1,MX1,ZNF521,UGT2B17,THEMIS,A1CF
FAM107A,TNFAIP6,MAP1B,F2R,FLT1,NOTCH4,ANXA3,MIR155HG,ZC3H12D
COL8A1,QSOX1,LINC01133,ZBP1,COL9A3,SLC1A3,KALRN,PLA2G7,OLFML2A
EDNRB,PCOLCE2,PDLIM3,RBMS1,CLCA4,CLIP4,SLIT3,RNF150,PIF1
F13A1,SFRP1,RBMS1,ARID1B,SCGB2A1,ATXN7,BCAM,GOLGA2P5,ARHGEF26
CD79B,SMCO4,SNCA,GPNMB,AAK1,CSF1,TOB1,WNT10B,AC242376.2
INSR,ICOS,MIR99AHG,KDR,ARL4A,WNK1,F3,CD40LG,RPUSD2
ACKR3,WARS1,CMC1,CPE,DARS-AS1,GFPT2,PARVA,AC104170.1,RGS5
AKR1B10,ERICH1,TNIP3,ADGRF5,DLEU1,AC004817.3,EHF,PDE3B,TPM2
SASH1,CAMK4,SORBS2,IL6ST,LINC00996,PDE1A,KLRC1,FAM83E,TBC1D19
TRIO,EXOC7,EFHD1,IL1R2,EDN3,CFL2,DUOX2,F13A1,SYNPO2
CSTA,AKAP12,FAM20C,NID1,SLC14A1,PTGIS,EPHA4,FCGR2A,AGR2
PDE1A,FSCN1,INMT,ATP2A3,DHCR24,STAT4,EDNRB,WT1,SOCS4
LINC01133,DUSP4,DHCR24,ACVRL1,GFRA3,ATP8B2,TPM2,FOXD2,SLC1A3
COL16A1,COL18A1,SULF1,IGFBP6,KIF11,AAK1,IL7R,LRMP,RASSF6
CDH5,BIN2,CD163,SOD3,USP15,S1PR1,SGIP1,PCP4,PPP2R2B
FAM20C,SLAMF1,PADI2,DAAM1,IGLL5,RBP7,CLIC5,SETDB2,PARP11
PHGDH,PI16,COL16A1,MAP3K7CL,LAIR2,FLT1,HEPACAM2,SVEP1,IQSEC2
PTGS1,PIM1,RGCC,NIBAN3,ADGRG6,SNHG12,FCER2,CCR4,FA2H
POSTN,PDGFA,SLC4A4,SVIL,ARRDC5,MATK,NFASC,ANO9,AC083862.3
MSRB3,NOL4L,RGPD1,HTRA3,TMEM54,PHLDA1,ACKR3,LINC00892,APBA2
PTGFRN,PTGIS,EPB41L2,AC253572.2,HECW2,VWF,MAOB,TAGLN,ACVRL1
PODXL,CTHRC1,GCNT3,NR4A1,ATOH1,CEBPD,ENAH,LINC00173,MARVELD2
TBC1D9,SMOC2,SLC26A2,CBLB,CASS4,CERCAM,EDN1,TRG-AS1,AC004817.3
EHF,SNHG12,EDIL3,NUCB2,PLA2G10,IL6ST,OTUD7B,RERGL,TFCP2L1
ALDH1A3,LINC01781,DOCK5,TENT5C,ADRB2,NUP210,FOXP3,AC009570.2,MYLK
CLDN23,TNRC6B,ABCA8,HS3ST3B1,GTSCR1,LAMA2,ZBTB32,MNDA,ADGRF5
FRMD6,CDA,MS4A12,LMOD3,EREG,CLMP,HOOK1,CCL18,ANP32BP1
LAMA2,TRG-AS1,CSRP1,FBXW4,GPM6B,PARP8,ERBB2,F3,EGLN3
PCAT19,CLEC10A,ATP2B4,OGA,ANXA3,TMIGD2,DSTN,CLIP4,PITX1
NR4A1,HPGD,PTGFRN,CR1,OLFM4,MMRN2,HNF4A,LINC01619,PHLDB2
PRCP,VSIG4,LGMN,MS4A12,RASSF6,RPLP2,GJA1,STMN2,NFASC
EMCN,CHP1,PLVAP,ATF7IP,AREG,SERPINB9,PCP4,SCRG1,SMIM14
ENAH,TCF4,CSTA,LINC01619,TFCP2L1,ADAM19,KCNE4,FBP1,AC010624.5
FBP1,AGR2,PDGFRL,ELN,AC004816.1,JAM2,PLPP3,RASGEF1B,GFPT2
DOCK6,FAM98C,ANXA3,SPG11,SELP,AL357060.1,BTLA,VSIG2,C12orf43
OSR2,COL14A1,AKR1B10,CD177,LINC01612,IGFL2-AS1,PCDH17,CDC20,NPR1
SFRP4,EMCN,SAMD3,SNHG14,BNIP5,GBP1,ICA1,PATL2,P3H2
PGF,HTRA1,MIR4435-2HG,ESAM,PZP,CNN1,APOLD1,CCDC18-AS1,CYFIP2
SNCA,PCSK7,RAMP3,PPP3CA,MYBL1,PALM,ADAMTS9,SEMA4D,MAMDC2
SOD2,ADGRL4,VWF,ZBTB32,TST,AC245297.3,LHFPL6,GTSCR1,DARS-AS1
FOXA3,SLC2A3,NTN4,LNPEP,ITPRIPL1,CLDND1,HAND2-AS1,SESN1,CD177
ERRFI1,MAFB,PXDN,RUNX1T1,PRKCQ,CAVIN2,IPCEF1,MYH11,FNDC1
UAP1,MMP14,FCGR2A,HERC1,LINC00299,MAP3K8,RTKN2,SEMA3B,PARP16
PALM,CCDC82,F3,CASP8,AC005392.3,CREM,SELP,UGT2B17,MIR194-2HG
PLVAP,RBMS1,SPRY1,TNRC6B,SAT1,GLCCI1,GFRA1,PRELP,CLIP4
CXCL3,IQGAP2,PDE1A,MAP3K8,GLCCI1,KCNN3,GPC3,NMU,PLA2G7
CA4,C10orf99,PTGIS,NEXN,IL18RAP,F13A1,OLFM4,AC007384.1,SLC26A11
CSRP1,LIMS2,MMRN2,CSRP2,SMIM25,CPQ,S1PR1,PRKCQ,PSTPIP1
MYO15B,SLC9A3R2,COL5A1,IL1R1,CLIC5,IFI6,SYTL1,PTGFR,MAML2
A2M,CELF2,KLRD1,LINC02694,DUOX2,HS3ST3B1,IGFL2-AS1,ZBP1,COCH
SULF1,COL8A1,PI16,POSTN,HSD11B2,SCN7A,LAIR2,SFRP4,RBP7
COL5A1,PSTPIP1,ADGRL4,SFRP4,PCAT19,COL4A2,FOXA3,FTH1,FAM13C
SLC26A2,AC004585.1,PPFIBP1,CARMN,SLC25A45,AC012368.1,LINC01133,AC243829.4,CD36
CKMT1A,APOC1,CD5,SLC25A37,MMP12,STAB1,PLVAP,AC253572.2,AASS
RAMP1,ITGAX,TC2N,SUGCT,CD1E,FAM126A,RFLNA,KRT24,HS3ST3B1
THBS4,TLE3,RBMS3,CA4,CNOT6L,RAMP3,CLMP,TCEA3,LRP1
C5AR1,F2R,MEG3,AC005392.3,CEACAM7,AL390957.1,COL9A3,FOXA3,ASS1
VWF,COL4A2,CHRDL1,GFPT2,HEPACAM2,MAP3K7CL,GOLGA2P5,AC004816.1,AL365226.2
NOSTRIN,LAIR2,THEMIS,ZNF831,OFD1,EFEMP1,IKZF1,DPEP1,SASH1
GJA1,USP15,VCAM1,STOM,IL4I1,GPR155,CARD10,AK5,ZNF346
ANXA3,FKBP7,MALL,CDC14A,IQGAP3,NIBAN3,SMTN,PRIMA1,NUAK2
ANPEP,IL2RA,GJA1,LINC00996,MFSD2A,LINC01934,TPM1,EDN3,HSPB8
SH3D19,OASL,SCD,CTSK,IL32,CRTAM,OSR2,BSPRY,NIBAN3
SERPINE2,FKBP5,DPEP1,PLVAP,PIK3CD,MSRB3,HMCES,CXCL13,CTHRC1
SELENOM,CREM,COL15A1,FRMD4B,CCR4,HSPB8,TAGLN,SOX6,TAGLN
AC005747.1,MID1IP1,PLA2G10,MEG8,MMRN2,PBX4,IRS1,ASB1,TOM1L1
CD72,CFD,ANPEP,APBA2,AC253572.2,AP3M2,MYH11,BLOC1S2,KIAA1217
RAMP3,PLAT,PAMR1,BCL11A,AL357060.1,CD40LG,RNF152,HOPX,CRTAM
MS4A12,LINC00926,CTSB,GFI1,ZBP1,SNCA,PRKCQ,MCTP2,CACNB3
CSRP2,C7,MS4A4A,NLRP3,EVPL,ARRDC3,TTC22,AZGP1,SOS1
CTSB,CDC42EP1,SCN7A,SAMD3,CAMK4,POSTN,ADGRL4,PLTP,CNN1
ENPP2,IL4I1,DUSP4,ERN1,LINC01559,CLEC10A,LIMA1,AL357060.1,PTGDR
LAMB1,FCGR2A,EOMES,NFKBID,AC004817.3,C2,CXCL13,TMIGD1,TENT4A
PAWR,CD40LG,KLRG1,ADRB2,MS4A12,CRISPLD2,LINC01943,B3GNT7,COL1A2
MEG3,MS4A4A,RAB20,UGT2B17,RTKN2,INMT,SLC4A4,KLRC1,OSR2
TNFAIP6,IL4R,ESAM,ATF6B,RAMP3,TSPAN5,KIAA1755,GLCCI1,ENAH
CD163,COL4A1,CA4,SNORD3B-2,RBP7,SEMA4D,KCNN3,CLCA1,LGMN
TYROBP,C3,CNRIP1,MATK,C5AR1,EBI3,MIR194-2HG,TMEM54,PATL2
MMRN2,SLIT2,CXCL13,TCF7,STYK1,SFRP4,SPINK4,PTPN13,USP40
SCN7A,PAMR1,SDCBP2,CLEC10A,SPDEF,HECW2,SLC51B,CXCL3,LAMA2
HLA-DRB6,RCAN1,EHF,FCGBP,PARP15,FEZ1,CKMT1A,CLCA4,HOOK1
DHCR24,C2,ALDH1A3,NLRC3,CYFIP2,FRMD6,ITGA1,CD163,TMEM71
RCAN1,LTBP4,MGLL,SLC4A4,LINC02446,CCDC18-AS1,SFRP1,PIK3R1,ATP8B2
KCNN3,CXCL13,CD6,B3GNT7,IGFL2-AS1,AKNA,CERCAM,TGFBI,DMD
EDIL3,FHL1,ACKR3,CEMIP2,SNHG12,CCNH,PLAAT2,IL18RAP,SETDB2
SYNGR1,ATF6B,TNS1,AP000442.1,AC007384.1,PAMR1,UGT8,COCH,TBC1D9
C2orf88,LINC01871,CERCAM,CHRDL1,SPINK4,FAM107A,ODF2L,LAIR2,WWC3
CTHRC1,MAL,SLC26A3,CA1,AURKA,COL14A1,EOMES,KLRD1,EDNRB
HLA-DRB1,WNK1,DOCK6,GPC3,CARD10,CTSC,ZNF831,CSF1R,MICAL3
FSCN1,RPS6KA3,STAB1,LILRB4,AKR1B10,GFI1,PDLIM3,GFRA2,ACE
COL15A1,MAP4,CD8B,KCNE4,RPLP2,PLVAP,DGKA,FAM102A,SMIM31
RAB20,PON2,PDGFA,ATRX,PRDM1,MAF,IFI27,CSTA,CARD10
GGTA1P,AXL,TNFAIP6,AC243829.4,CDC14A,TNFAIP6,GABPB1-AS1,SLC1A3,NTN4
IGHD,S1PR1,GULP1,SPIB,FAM102A,RPS13,GLCCI1,AC005392.3,SGSM2
ADGRL4,TNNC2,RND3,PI16,FRMD4B,FSTL3,PDGFA,CD22,MRC1
FSTL3,MALL,ITIH5,ACTA2,LINC02694,PPP1R16B,EMCN,SCML4,HECW2
CTSL,MYO1G,ITGB5,THBS4,C2orf88,GGTA1P,CLEC2D,FGFBP2,HSPA12A
SPINK5,BTLA,CAVIN2,EBI3,LILRA5,MX1,GCNT3,PARP15,F13A1
LILRB4,ATP1B1,F10,DRAIC,CA4,SPON2,COL8A1,TPRG1,SGPL1
HSPG2,AL365226.2,FKBP7,CCNH,ITLN1,CDH5,CDHR2,SPINK2,PLA2G4C
F3,CDKN3,SLC9A3R2,DGKA,STAP2,SLIT3,GFPT2,PRKCQ-AS1,COL9A3
GPA33,NDRG1,ICA1,SPRY1,CASP10,ALDH1A3,DOCK6,GFRA3,RASSF3
FCGBP,PARP8,CLEC10A,LAIR2,LINC01943,SCARA5,MICAL3,SYT13,CDKN2B-AS1
FCER1G,EPCAM,SPINK5,PIK3CD,CDKN2B-AS1,ABCA8,CARMN,DUOX2,FAM107A
PDZK1IP1,TBC1D4,CD96,AC004817.3,TNNC2,DENND5A,MUC12,GFRA1,C1orf198
MIR99AHG,ADGRE5,GGT5,ATXN1,CENPF,PDGFRA,OLFML2A,IL17RE,FYTTD1
FKBP7,TST,IL1R1,CLMP,DGKA,PGF,STAG3,LMOD1,PALM
OLFM4,ZC3HAV1,GGTA1P,TRIB2,GABPB1-AS1,STMN3,SYTL2,CASS4,HTRA3
GCNT3,FGFR1,APOD,IRF8,HNF4G,FCRL1,RBFOX2,LOXL1,JADE1
ABCA8,PLVAP,LINC00892,PDLIM7,SERPINB9,LIMS2,SLC9A3R2,CDKN2B-AS1,ACACB
CPQ,NFKBIZ,LYZ,CA2,KLRD1,KLRD1,ALDH1A3,PTGDR,ZNF252P
FUCA1,IGFBP5,ATF3,MAF,ZC3H12D,AC004585.1,WFDC1,RTKN2,CAB39L
EGFR,GABPB1-AS1,ABI3BP,FN1,MARCO,COL5A1,PAMR1,MYBL1,SIN3B
GGT5,APOLD1,IL17RE,VWF,TTC22,BMP4,HSD17B2,LYZ,FRMD6
RUNX1T1,MAP1B,HAVCR2,LINC01934,EHF,LRMP,POSTN,PCNX2,LUM
CAVIN2,PPP3CA,ERRFI1,FCGR2A,ITGAX,SYNE1,SEMA6D,THBS4,MS4A12
SLC40A1,IGHD,SEMA3C,GGT5,AZGP1,PCAT19,TCL1A,CRYAB,METTL4
F10,RNF19A,SCARA5,EGR1,SDS,TPM2,CDH5,MIR194-2HG,PPM1F
DAAM1,NR4A2,SLIT3,AC007384.1,SDCBP2,PRCP,FNDC1,IGLL5,INMT
SEMA3C,LGALS4,C1orf21,QSOX1,CCNB1,HOXB-AS1,PALM,TTLL7,PPFIA3
GULP1,FBN1,RUNX1T1,VSIG4,GMDS,TNS1,GNLY,AKNA,EFHD1
JAG1,CPE,DLC1,TMIGD2,UGT2A3,TIMP2,P2RY10,LINC01612,PDE1A
GATM,CD55,PLXDC1,PTPN7,AC243829.4,RBMS3,MEG3,ZNF831,FCRL1
LTBP1,BCAM,HEPH,AC004585.1,CENPU,NID1,MEIS1,MS4A4A,INPP4A
PXDN,MCM7,AC129492.1,EPHX1,SAMD12,FOXP3,LAMA2,TCF7,INSR
AVPI1,ANXA3,RHOB,F13A1,CR1,EOMES,ANK3,PADI2,TSC1
TNNC2,RASSF3,C3AR1,SMOC2,ZNF831,FBLN2,CTNNAL1,ABCA9,ACTG2
FEZ1,CNRIP1,SFRP1,FNDC1,NEDD4L,THEMIS,CHL1,SPINK4,PIGZ
COL18A1,MBNL1,GEM,AC008105.3,UGT8,GNLY,LAMB1,SLIT2,LIMCH1
SFRP1,KANK2,MIR100HG,MS4A4A,EBI3,TNIP3,GPM6B,HPGD,PHLDA1
MIR100HG,P2RY10,PLOD2,COL12A1,TMIGD2,ADH1B,FENDRR,PLP1,EMCN
SCD,APOD,PTN,SAT1,SPINK5,TOX2,IGHD,EREG,KAT2B
PDGFRL,FOXP3,DUSP16,TIMP2,GDA,LILRB4,CDKN2B-AS1,ADAM33,PPP1R16B
SLC9A3R2,BHLHE40,JAG1,STAB1,HLA-B,SYTL3,PLSCR4,AL365226.2,KCNN3
SYNPO,ASS1,MAL2,ACE,TSPAN5,TRIB2,ADAM33,TNFRSF13B,SLC4A4
ERBB2,KCTD12,TRGC2,MCOLN2,ITGB4,APOD,FRMD6,MUC12,SOD3
AC103702.2,ACTA2,C7,GGTA1P,FCGBP,GPM6B,PPP2R2B,SMOC2,MCOLN2
PLA2G10,SPINK1,MAFB,TOX2,CDHR5,SESN1,AKR1B10,NT5DC3,PCAT19
SORBS2,IGFBP6,IL1R2,PLAAT2,PPP1R1B,PRKCQ-AS1,MMRN2,GDF15,CENPF
PAMR1,AAK1,PLSCR4,S1PR1,STK10,PIK3R1,GMDS,UGT8,NOTCH4
CLEC10A,FBLN2,PDGFRB,GNLY,ASS1,MIR155HG,ACTA2,SEMA3C,SPINK2
BIK,TINAGL1,VSIG4,LINC00324,TENT5C,C3,EDIL3,LINC02273,FLT1
SEMA3B,CSTA,RDX,FOXP3,CDHR2,CD5,RASSF6,GDA,FABP1
ASAH1,FAM102A,ZAP70,AC005537.1,CD177,FCGR2A,MARVELD2,LPAR1,EOMES
PDGFRB,SPIB,SEMA3B,RAMP3,FOXA3,MIR4435-2HG,CA1,EBI3,EDIL3
FCGR2A,CYTIP,LAMB1,CYBRD1,NBEAL2,PLTP,COL15A1,STAT4,AC245297.3
CHRDL1,MNDA,RBFOX2,LPIN1,MCOLN2,MS4A4A,NPR1,GFPT2,THBS4
LOXL1,PASK,ICOS,MMRN2,GNLY,IGFBP6,ABCA8,GREM1,MYC
PCOLCE2,PDGFRL,LOXL1,CRTAM,SPIB,COL8A1,ESAM,MARCO,ACKR3
MS4A6A,FUCA1,AL365226.2,CNOT6L,CLEC4E,AC005747.1,THBS4,MS4A12,ATXN7L1
STAB1,GJA1,AVPI1,UNC13D,ZBTB32,PLAT,KIF21A,ANK3,PGF
SLC12A2,GMDS,IPCEF1,LRMP,MRC1,ADGRL4,PRKG1,SYTL3,ANKS1A
HLA-DMA,ESAM,TOB1,EOMES,CD4,SAMD3,TRIB2,HNF4G,LINC01133
SCARA5,TM4SF1,STAP2,CD55,NIBAN3,SPRY1,DKK3,ITLN1,CLIC5
ESAM,CRYAB,SYTL3,INMT,ARL14,SFRP2,APBA2,NR4A2,KLRD1
FCER2,TMEM54,BHLHE40,CSF1R,LINC01934,CD8B,PBX4,FCGBP,CD2
CPE,ACVRL1,LINC01871,PATL2,A1CF,CLU,ANO9,LINC00996,PTGIS
MS4A4A,FCER2,RCAN1,JAM2,TBC1D4,LINC02273,PLOD2,CD8B,CCNB2
MUC4,ADH1B,SELENOM,TMSB4X,HOOK1,IGHD,PODXL,NTM,MAP3K7CL
APOD,SELENOP,FRMD4B,B4GALT1,CDH5,LOXL1,GFI1,PHGDH,FAM20C
UGT2B17,FLNA,AC080038.1,TOB1,PODXL,CSRP2,IGFBP5,CDX1,C2orf88
MAFB,RGCC,PCOLCE2,CTSB,CRYBG1,LAIR2,CRYAB,APOBEC3G,C5AR1
NID1,STAG3,PLAAT2,ADGRE5,MECOM,VSIG4,LINC01934,TSPAN1,SCML1
PLSCR4,PTPN7,CSF1,PIK3CG,CFLAR,TNFRSF1B,KLRG1,COL3A1,MIR155HG
JAM2,CD320,CPE,SH2D2A,EOMES,PLAC9,PHGDH,TNNC2,GCNT3
VSIG4,CLDND1,TST,ADGRL4,TNIP3,RBPMS,SFRP4,TNFAIP6,RBMS3
PLAUR,CCNH,JAML,CSF1,CRTAM,JAML,MGST1,CDHR2,MTA1
NRP2,CD72,CLEC7A,CDH5,IL1R2,MAFB,PAWR,SLC25A45,AURKA
SMOC2,PLAUR,ACTA2,SYTL1,EPB41,SYNGR1,PITX1,CHL1,ABCA8
SLIT3,ABLIM1,FOSL2,PPP1R16B,PATL2,RUNX1T1,TMPRSS2,ITGAX,COL5A1
DLC1,PDGFRA,CSF1R,HECW2,MIR155HG,COL12A1,ATP2A3,SUGCT,ALDH1A3
SLC26A3,AL135926.1,COL12A1,CXCL13,RPS21,TBC1D4,HSPG2,NLRP3,F3
AL365226.2,PTN,AC103702.2,CRISPLD2,PKIB,DLC1,FA2H,HS3ST3B1,F10
RBFOX2,CASP2,PKIB,STAT4,TK1,ATP2B4,TNS2,ZEB2,ADGRL4
SDCBP2,VCAM1,SMOC2,SPINK2,LILRB4,ELN,DPEP1,C2,CUL9
PDLIM3,EPAS1,ITGB4,MEIS1,HNF4A,PBXIP1,FBXO32,TC2N,RAMP1
PLOD2,CD22,FCGBP,PCNX2,SLC26A3,CSF1R,SMIM31,HLA-DQA1,LINC02273
TMPRSS2,FHL2,F2R,SEL1L3,CLEC10A,IGFBP5,CD40LG,RASGRP1,CD8B
ITIH5,JAM2,TNS2,MRC1,PADI2,ARMH1,FCRL1,TTC22,PDE5A
C7,NDRG2,B3GNT7,PDGFRB,STAB1,PLPP3,PGF,LMOD3,IGHD
HTRA1,FEZ1,ITK,THEMIS,MNDA,CRYAB,PHLDB2,GPC3,PXDN
QSOX1,NFIA,CDA,KLRD1,IGHD,AC005537.1,PBXIP1,ZAP70,GTF3C1
IGFBP5,CPNE3,BCAM,STAG3,ADGRL4,NEXN,MCTP2,C5AR1,MSH2
PPFIBP1,MGLL,IGFBP5,SLC25A45,DUSP4,PSTPIP1,TM4SF1,CELF2,MYH11
MPST,ATRX,TIGIT,RNF19A,AC004585.1,DCN,SDCBP2,IRS1,FAM13A
LHFPL6,TSPAN8,ELN,C1orf54,CD163,AL135926.1,C2orf88,TPD52,FOXP3
KANK2,SGK1,FLNA,TSPAN4,PLVAP,PRDM1,HTRA3,PARP8,GNLY
AC080038.1,IKZF1,MPST,C1S,MUC4,IL4I1,AC004585.1,CYFIP2,COL8A1
SNORC,CYBRD1,MS4A6A,CTHRC1,SEMA4D,RASGRP1,PTP4A3,AC103702.2,PAMR1
TCEA3,SERPINE2,BMP4,RORA,CEMIP2,APOLD1,TFF1,ARHGAP24,OLFM4
